25.08.2021, 13:55:52;23;77;23
25.08.2021, 14:10:45;25;75;25
25.08.2021, 14:20:00;25;75;25
25.08.2021, 14:30:09;25;75;25
25.08.2021, 14:30:01;25;75;25
25.08.2021, 15:00:13;32;68;32
25.08.2021, 15:25:29;36;64;36
25.08.2021, 15:35:12;36;64;36
25.08.2021, 15:45:07;38;62;38
25.08.2021, 15:50:57;38;62;38
25.08.2021, 16:00:00;39;61;39
25.08.2021, 16:15:44;39;61;39
25.08.2021, 16:30:18;40;60;40
25.08.2021, 16:35:53;39;61;39
25.08.2021, 16:45:30;39;61;39
25.08.2021, 16:50:31;39;61;39
25.08.2021, 17:05:32;38;62;38
25.08.2021, 17:25:35;29;71;29
25.08.2021, 22:55:29;30;70;30
25.08.2021, 22:55:26;30;70;30
25.08.2021, 22:55:28;30;70;30
25.08.2021, 23:00:11;30;70;30
25.08.2021, 23:00:42;30;70;30
25.08.2021, 23:00:00;30;70;30
25.08.2021, 23:00:14;30;70;30
25.08.2021, 23:05:25;30;70;30
25.08.2021, 23:05:36;30;70;30
25.08.2021, 23:05:15;30;70;30
25.08.2021, 23:05:25;30;70;30
25.08.2021, 23:10:41;30;70;30
25.08.2021, 23:10:58;30;70;30
